species,genus,order,suborder,family,subfamily,major_clade,outgroup,subgenus
Pteris_dimorpha,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_decrescens,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_longipinna,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_heteromorpha,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_pellucida,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_camerooniana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_venusta,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_hainanensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_ensiformis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_insignis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_lydgatei,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_vitiensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_terminalis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_inaequalis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_formosana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_woodwardioides,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_fraseri,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_praestantissima,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_semipinnata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_dissitifolia,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_dispar,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_ligulata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_chilensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_tremula,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_novae-caledoniae,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_kingiana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_croesus,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_semiadnata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_laevis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_melanocaulon,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_bahamensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_purdoniana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_delchampsii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_longifolia,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_vittata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_grandifolia,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_moluccana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_papuana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_platyzomopsis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Adenophorus_tenellus,Adenophorus,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Adenophorus_abietinus,Adenophorus,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Adenophorus_epigaeus,Adenophorus,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Adenophorus_tamariscinus,Adenophorus,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Adenophorus_hymenophylloides,Adenophorus,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Adenophorus_tripinnatifidus,Adenophorus,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Adenophorus_haaliloanus,Adenophorus,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Adenophorus_oahuensis,Adenophorus,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Adenophorus_sarmentosus,Adenophorus,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Adenophorus_periens,Adenophorus,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Parrisia_parietina,Parrisia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Cochlidium_punctatum,Cochlidium,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Cochlidium_rostratum,Cochlidium,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Cochlidium_linearifolium,Cochlidium,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Cochlidium_serrulatum,Cochlidium,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Cochlidium_seminudum,Cochlidium,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Cochlidium_jungens,Cochlidium,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_copelandii,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_melanoloma,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_coriaceifolia,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_cryptophlebia,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_kyimbilensis,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_bryophila,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_ebenina,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_bufonis,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_limbata,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_paramicola,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_marginelloides,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_cincta,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Lomaphlebia_turquina,Lomaphlebia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Lomaphlebia_linearis,Lomaphlebia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Terpsichore_asplenifolia,Terpsichore,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Terpsichore_lehmanniana,Terpsichore,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Terpsichore_atroviridis,Terpsichore,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Terpsichore_staheliana,Terpsichore,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Terpsichore_eggersii,Terpsichore,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Terpsichore_hanekeana,Terpsichore,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Terpsichore_chrysleri,Terpsichore,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_pilipes,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_farinosa,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_curvata,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_pearcei,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_fucoides,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_jungermannioides,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_argyrata,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_comorensis,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_sechellarum,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_leucosora,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_barbatula,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_deltodon,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_aulaeifolia,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_spixiana,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_kookenamae,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_meridensis,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_intricata,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_intonsa,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_madidiense,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_ayapoyana,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ceradenia_kalbreyeri,Ceradenia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_devoluta,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_goodmanii,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_humbertii,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_torulosa,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_forsythiana,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_subpinnata,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_villosissima,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_enterosoroides,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_trifurcata,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_trichosora,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_percrassa,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_campbellii,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_mathewsii,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_cornuta,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Enterosora_sectifrons,Enterosora,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_adspersa,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_subevenosa,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_reinwardtii,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_longiceps,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_subspathulata,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_congener,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_archboldii,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_scabristipes,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_torricelliana,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_sumatrana,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_locellata,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_caespitosa,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_dolichosora,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_frigida,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_pleurogrammoides,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_baldwinii,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_forbesiana,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_hookeri,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_padangensis,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_tenuisecta,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_knutsfordiana,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_parva,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_raiateensis,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_conjunctisora,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_halconensis,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_ctenoidea,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_fasciata,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_yoderi,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_curtisii,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_reinwardtioides,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_hirtelloides,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_conformis,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_multifolia,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_pilosiuscula,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_tuyamae,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_setigera,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_tuberculata,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_mollipila,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_marivelesensis,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_neocaledonica,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_wurunuran,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_cheesemanii,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_kinabaluensis,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_nana,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_hirtella,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_subpinnatifida,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_graminella,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_ligulata,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_curtipila,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_taiwanensis,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_medialis,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_holttumii,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_uapensis,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_parvula,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_sinohirtella,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_jagoriana,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_dorsipila,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Archigrammitis_ponapensis,Archigrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_scleroglossoides,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_khasyana,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_celebica,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_alata,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_kanashiroi,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_contigua,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_pubipes,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_palauensis,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_rhodocarpa,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_subnuda,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_pectinata,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_maidenii,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_samoensis,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_davalliacea,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_venulosa,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_obliquata,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Calymmodon_curtus,Calymmodon,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Archigrammitis_marquesensis,Archigrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Archigrammitis_tahitensis,Archigrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_flavovirens,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Prosaptia_nutans,Prosaptia,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_beddomeana,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Oreogrammitis_havilandii,Oreogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Archigrammitis_friderici-et-pauli,Archigrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ctenopterella_denticulata,Ctenopterella,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_stenophylla,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Chrysogrammitis_glandulosa,Chrysogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Chrysogrammitis_musgraviana,Chrysogrammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ctenopterella_lasiostipes,Ctenopterella,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Ctenopterella_blechnoides,Ctenopterella,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_deplanchei,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_diminuta,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
Grammitis_nudicarpa,Grammitis,Polypodiales,Polypodiineae,Polypodiaceae,Grammitidoideae,Polypodiineae,FALSE,NA
