species,genus,order,suborder,family,subfamily,major_clade,outgroup,subgenus
Elaphoglossum_smithii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_fournierianum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_pusillum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_minutissimum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_costaricense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_siliquoides,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_oblanceolatum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_pilosius,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_ocoense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_samoense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_lindenii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_piloselloides,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_spatulatum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_backhouseanum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_erinaceum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_gomezianum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_hybridum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_apodum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_auripilum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_cocosense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_scolopendrifolium,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_brevipetiolatum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_procurrens,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_crinitum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_albomarginatum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_decursivum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_miersii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_lonchophyllum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_alvaradoanum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_pendulum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_cubense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_decoratum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_heterolepis,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_huacsaro,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_paleaceum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_heterochroum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_orbignyanum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_plumosum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_langsdorffii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_auricomum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_vestitum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_brenesii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_furfuraceum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_eggersii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_dimorphum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_nervosum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_bifurcatum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_dussii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_palmeri,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_gramineum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_leucolepis,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_poolii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_litanum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_bellermannianum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_engelii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_vulcanicum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_lehmannianum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_ciliatum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_nigrescens,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_petiolosum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_stelligerum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_conforme,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_welwitschii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_lancifolium,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_yungense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_tectum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_killipii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_tenuiculum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_edwallii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_ipshookense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_caricifolium,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_potosianum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_rzedowskii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_achroalepis,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_scolopendriforme,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_humbertii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_forsythii-majoris,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_avaratraense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_stipitatum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_austromarquesense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_tovii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_rufidulum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_richardii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_petiolatum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_pringlei,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_asterolepis,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_splendens,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_micropogon,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_hirtum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_deckenii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_dendricola,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_randii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_subcinnamomeum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_ovatum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_lanatum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_tomentosum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_curvans,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_cuspidatum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_succisifolium,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_burchellii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_raywaense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_deltoideum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_tripartitum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_blepharis,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_lloense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_bryogenes,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_anthracinum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_rhomboideum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_squamipes,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_feei,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_andreanum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_moorei,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_craspedariiforme,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_concinnum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_peltatum,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_nidiforme,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_doanense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_tonduzii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_marojejyense,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_nidusoides,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Elaphoglossum_wrightii,Elaphoglossum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Mickelia_guianensis,Mickelia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Mickelia_scandens,Mickelia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Mickelia_nicotianifolia,Mickelia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Mickelia_pergamentacea,Mickelia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Mickelia_oligarchica,Mickelia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Mickelia_hemiotis,Mickelia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Mickelia_bernoullii,Mickelia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_auriculata,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_aliena,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_semipinnatifida,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_subcordata,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_heteroclita,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_lonchophora,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_quoyana,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_repanda,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_major,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_sinuata,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_appendiculata,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_rhizophylla,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_tonkinensis,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_deltigera,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_scalpturata,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_virens,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_crispatula,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_costata,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_semicordata,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_terminans,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_lianhuachihensis,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_serratifolia,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_acrostichoides,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_salicina,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_angustipinna,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_tibetica,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_portoricensis,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_bipinnatifida,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_fluviatilis,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_heudelotii,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_gemmifera,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Bolbitis_humblotii,Bolbitis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Pleocnemia_hemiteliiformis,Pleocnemia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Pleocnemia_olivacea,Pleocnemia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Pleocnemia_conjugata,Pleocnemia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Pleocnemia_irregularis,Pleocnemia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Pleocnemia_cumingiana,Pleocnemia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Pleocnemia_leuzeana,Pleocnemia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Pleocnemia_presliana,Pleocnemia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Pleocnemia_dahlii,Pleocnemia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Pleocnemia_submembranacea,Pleocnemia,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_hispida,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_davallioides,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_amplissima,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_killipii,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_poecilophlebia,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_subrecedens,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_walleri,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_decomposita,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_tenera,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_silvestris,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_marginans,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_velutina,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_tripinnata,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_wurunuran,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_subsericea,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Lastreopsis_vieillardii,Lastreopsis,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Megalastrum_biseriale,Megalastrum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
Megalastrum_macrotheca,Megalastrum,Polypodiales,Polypodiineae,Dryopteridaceae,Elaphoglossoideae,Polypodiineae,FALSE,NA
